"Indicator","PUBLISH STATES","Year","WHO region","Country","Age Group","Sex","Display Value","Numeric","Low","High","Comments"
"Insufficiently active (crude estimate)","Published","2010","Africa","United Republic of Tanzania","18+  years","Both sexes","5.5 [4.6-6.5]","5.48436","4.55837","6.54905",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","United Republic of Tanzania","18+  years","Male","6.1 [5-7.4]","6.07645","4.97340","7.40185",""
"Insufficiently active (crude estimate)","Published","2010","Africa","United Republic of Tanzania","18+  years","Female","6.4 [4.8-8.3]","6.40197","4.84169","8.34450",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","United Republic of Tanzania","18+  years","Both sexes","6.9 [5.9-7.9]","6.85110","5.92511","7.91579",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","United Republic of Tanzania","18+  years","Female","7.6 [6.1-9.6]","7.62574","6.06546","9.56827",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Uganda","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Uganda","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Uganda","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Uganda","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Uganda","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Uganda","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Ukraine","18+  years","Male","11.6 [2.9-36.9]","11.61013","2.87344","36.88982",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Ukraine","18+  years","Both sexes","12.2 [2.7-35.1]","12.17610","2.68229","35.06577",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Ukraine","18+  years","Male","12.2 [3-38]","12.18409","3.04200","38.00157",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Ukraine","18+  years","Female","12.7 [2.7-35.1]","12.74207","2.67223","35.08965",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Ukraine","18+  years","Both sexes","14.4 [3.2-38.2]","14.36996","3.24026","38.18195",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Ukraine","18+  years","Female","16.2 [3.5-39.8]","16.16202","3.50954","39.81248",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Uruguay","18+  years","Male","26.2 [18.4-35.4]","26.22612","18.39979","35.41801",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Uruguay","18+  years","Male","27.4 [19.6-36.6]","27.43124","19.60491","36.62314",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Uruguay","18+  years","Both sexes","31.7 [26.2-37.6]","31.74882","26.23116","37.63687",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Uruguay","18+  years","Both sexes","34.2 [28.7-40.1]","34.21046","28.69279","40.09850",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Uruguay","18+  years","Female","37.3 [29.9-45.1]","37.27153","29.93376","45.09174",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Uruguay","18+  years","Female","40.3 [32.9-48.1]","40.27702","32.93925","48.09723",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","United States of America","18+  years","Male","25.4 [22.2-28.8]","25.38977","22.15667","28.80631",""
"Insufficiently active (crude estimate)","Published","2010","Americas","United States of America","18+  years","Male","27.6 [24.3-31]","27.55502","24.32192","30.97156",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","United States of America","18+  years","Both sexes","32.4 [29.8-35]","32.36365","29.82672","34.96507",""
"Insufficiently active (crude estimate)","Published","2010","Americas","United States of America","18+  years","Both sexes","35 [32.5-37.6]","35.04652","32.50959","37.64794",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","United States of America","18+  years","Female","39.3 [35.5-43.3]","39.33752","35.47543","43.27296",""
"Insufficiently active (crude estimate)","Published","2010","Americas","United States of America","18+  years","Female","42.1 [38.3-46]","42.11449","38.25239","46.04993",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Uzbekistan","18+  years","Male","11.8 [8.9-15.3]","11.81568","8.94017","15.29914",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Uzbekistan","18+  years","Male","13.6 [10.7-17.1]","13.59709","10.72157","17.08055",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Uzbekistan","18+  years","Both sexes","18.1 [15.9-20.5]","18.05614","15.85255","20.45232",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Uzbekistan","18+  years","Both sexes","19.2 [17-21.6]","19.24590","17.04230","21.64207",""
"Insufficiently active (crude estimate)","Published","2010","Europe","Uzbekistan","18+  years","Female","24.1 [20.9-27.5]","24.07474","20.90331","27.50042",""
"Insufficiently active (age-standardized estimate)","Published","2010","Europe","Uzbekistan","18+  years","Female","24.9 [21.7-28.3]","24.89470","21.72327","28.32039",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Saint Vincent and the Grenadines","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Saint Vincent and the Grenadines","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Saint Vincent and the Grenadines","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Saint Vincent and the Grenadines","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Saint Vincent and the Grenadines","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Saint Vincent and the Grenadines","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Venezuela (Bolivarian Republic of)","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Venezuela (Bolivarian Republic of)","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Americas","Venezuela (Bolivarian Republic of)","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Venezuela (Bolivarian Republic of)","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Venezuela (Bolivarian Republic of)","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Americas","Venezuela (Bolivarian Republic of)","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Viet Nam","18+  years","Male","21 [11.2-34.5]","21.00386","11.22036","34.51176",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Viet Nam","18+  years","Male","22.1 [12.3-35.6]","22.06871","12.28521","35.57660",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Viet Nam","18+  years","Both sexes","23.6 [16.2-32.5]","23.56192","16.18953","32.51068",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Viet Nam","18+  years","Both sexes","23.9 [16.6-32.9]","23.92240","16.55001","32.87117",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Viet Nam","18+  years","Female","25.8 [15.5-38.8]","25.77609","15.50828","38.80713",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Viet Nam","18+  years","Female","26 [15.7-39]","25.95980","15.69199","38.99084",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Vanuatu","18+  years","Male","6 [4.9-7.4]","6.03643","4.90776","7.35360",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Vanuatu","18+  years","Both sexes","7.1 [6.2-8.1]","7.06338","6.16769","8.05705",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Vanuatu","18+  years","Male","7.4 [6.3-8.7]","7.38197","6.25330","8.69913",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Vanuatu","18+  years","Female","8.1 [6.7-9.7]","8.08440","6.72391","9.65444",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Vanuatu","18+  years","Both sexes","8.4 [7.5-9.4]","8.36997","7.47428","9.36364",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Vanuatu","18+  years","Female","9.4 [8-10.9]","9.35797","7.99748","10.92801",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Samoa","18+  years","Male","10.9 [8.4-14]","10.93737","8.43163","14.00684",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Samoa","18+  years","Both sexes","15.3 [13.2-17.8]","15.34733","13.17501","17.75355",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Samoa","18+  years","Both sexes","16.2 [14.1-18.6]","16.23417","14.06186","18.64039",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Samoa","18+  years","Female","21.2 [17.8-25]","21.22959","17.80620","25.04128",""
"Insufficiently active (age-standardized estimate)","Published","2010","Western Pacific","Samoa","18+  years","Female","21.5 [18.1-25.3]","21.53098","18.10759","25.34267",""
"Insufficiently active (crude estimate)","Published","2010","Western Pacific","Samoa","18+  years","Male","9.8 [7.3-12.8]","9.75849","7.25275","12.82796",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Yemen","18+  years","Male","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Yemen","18+  years","Female","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Eastern Mediterranean","Yemen","18+  years","Both sexes","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Yemen","18+  years","Male","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Yemen","18+  years","Female","No data","","","",""
"Insufficiently active (age-standardized estimate)","Published","2010","Eastern Mediterranean","Yemen","18+  years","Both sexes","No data","","","",""
"Insufficiently active (crude estimate)","Published","2010","Africa","South Africa","18+  years","Male","40.5 [34.7-46.6]","40.49476","34.72101","46.55027",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","South Africa","18+  years","Male","42.2 [36.4-48.3]","42.21790","36.44415","48.27340",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","South Africa","18+  years","Both sexes","46.9 [42.7-51.1]","46.90049","42.73557","51.13335",""
"Insufficiently active (crude estimate)","Published","2010","Africa","South Africa","18+  years","Both sexes","47.1 [42.9-51.3]","47.11234","42.94743","51.34521",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","South Africa","18+  years","Female","51.6 [45.7-57.5]","51.58308","45.66024","57.52409",""
"Insufficiently active (crude estimate)","Published","2010","Africa","South Africa","18+  years","Female","53.1 [47.2-59.1]","53.12300","47.20017","59.06401",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Zambia","18+  years","Male","14.7 [3.9-46.4]","14.71809","3.93388","46.39899",""
"Insufficiently active (age-standardized estimate)","Published","2010","Africa","Zambia","18+  years","Male","17.3 [4.8-50.4]","17.31197","4.75433","50.38932",""
"Insufficiently active (crude estimate)","Published","2010","Africa","Zambia","18+  years","Both sexes","17.7 [4.3-48.7]","17.68140","4.32023","48.68558",""
